Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,C8,CONTROL 8,nrs13,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,R - def,Rancid - DEF,nrs13,,,,,,,,,,,,,,,2,,,,1,Rancid odor not as strong as in 2%
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,M - def,Malty - DEF,nrs13,,,,,,,,,,,,,2,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,FE - def,Feed - DEF,nrs13,,,,,,2,,,,,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,CK - def,Cooked - DEF,sl2759,,,,,,,,,,2,,,,,,,,,7,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,FL - def,Flat - DEF,sl2759,,,,,,1,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,C6,CONTROL 6,sl2759,,,,,1,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,FF - def,Fruity Fermented - DEF,sl2759,,,,,,,,,3,,,,,,,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,C7,CONTROL 7,sl2759,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,C8,CONTROL 8,sl2759,,,,,,,,,,,,,1,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,R - def,Rancid - DEF,sl2759,,,,,,,,,,,,,,,3,,,,0,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,M - def,Malty - DEF,sl2759,,,,,,,,,,,,,3,,,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,FE - def,Feed - DEF,sl2759,,,,,,3,,,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,CK - def,Cooked - DEF,ap262,,,,,2,,,,,,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,FL - def,Flat - DEF,ap262,,,,,,,1,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,C6,CONTROL 6,ap262,,,,,,,,,,,1,,,,,,,,7,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,FF - def,Fruity Fermented - DEF,ap262,,,,,,,,,2,,,,,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,C7,CONTROL 7,ap262,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,C8,CONTROL 8,ap262,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,R - def,Rancid - DEF,ap262,,,,,,,,,,,,,,,2,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,M - def,Malty - DEF,ap262,,,,,,,,,,,,,2,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,FE - def,Feed - DEF,ap262,,,,,,3,,,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,CK - def,Cooked - DEF,loh9,,,,,,3,,,,,,,,,,,,,5,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,FL - def,Flat - DEF,loh9,,,,,,,2,,,,,,,,,,,,8,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,C6,CONTROL 6,loh9,,1,,,,,,,,,,,,,,,,,8,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,FF - def,Fruity Fermented - DEF,loh9,,,,,,,,,3,,,,,,,,,,1,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,C7,CONTROL 7,loh9,,,,,,,,,,,,,,,,,,,10,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,C8,CONTROL 8,loh9,,,,,,,,,,,,,,,,,,,9,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,R - def,Rancid - DEF,loh9,,,,,,,,,,,3,,,,,,,,1,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,M - def,Malty - DEF,loh9,,,,,,,,,,,,,3,,,,,,1,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,FE - def,Feed - DEF,loh9,,,,,,,,,,,,,3,,,,,,1,NT
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,CK - def,Cooked - DEF,ap868,,,,,,,,,,,,,,,,1,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,FL - def,Flat - DEF,ap868,,,,,,,3,,,,,,,,,,,,7,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,C6,CONTROL 6,ap868,,,,1,,,,,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,FF - def,Fruity Fermented - DEF,ap868,,,,,,,,,2,,,,,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,C7,CONTROL 7,ap868,,,,,,,2,,,,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,C8,CONTROL 8,ap868,,,,,,,1,,,1,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,R - def,Rancid - DEF,ap868,,,,,,,,,,,,,,,1,,,,4,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,M - def,Malty - DEF,ap868,,,,,,,,,,,,,,,2,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,FE - def,Feed - DEF,ap868,,,,,,3,,,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,CK - def,Cooked - DEF,acc343,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,FL - def,Flat - DEF,acc343,,,,,,,,1,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,C6,CONTROL 6,acc343,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,FF - def,Fruity Fermented - DEF,acc343,,,,,,,,,3,,,,,,,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,C7,CONTROL 7,acc343,,,,,1,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,C8,CONTROL 8,acc343,,,,,,,,,,1,,,,,,,,,7,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,R - def,Rancid - DEF,acc343,,,,,,,,,,,,,,,2,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,M - def,Malty - DEF,acc343,,,,,,,,,,,,,2,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,FE - def,Feed - DEF,acc343,,,2,,,,,,,,,,,,,,,,4,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,CK - def,Cooked - DEF,yl2383,,,2,,,,,,,,,,,,,,,,4,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,FL - def,Flat - DEF,yl2383,,,,,,,2,,,,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,C6,CONTROL 6,yl2383,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,FF - def,Fruity Fermented - DEF,yl2383,,,,,,,,,2,,,,,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,C7,CONTROL 7,yl2383,,,,1,,,,,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,C8,CONTROL 8,yl2383,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,R - def,Rancid - DEF,yl2383,,,,,,,,,,,,,,,2,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,M - def,Malty - DEF,yl2383,,,,,,,,,,,,2,,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,FE - def,Feed - DEF,yl2383,,,,,,3,,,,,,,,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,CK - def,Cooked - DEF,wh378,,,,,,,,,,1,,,,,,,,,8,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,FL - def,Flat - DEF,wh378,,,,,,,2,,,,,,,,,,,,8,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,C6,CONTROL 6,wh378,,,,,,,,,,,,,,,,,,,9.5,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,FF - def,Fruity Fermented - DEF,wh378,,,,,,,,,2,,,,,,,,,,3,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,C7,CONTROL 7,wh378,,,,,,,,,,,,,,,,,,,9.7,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,C8,CONTROL 8,wh378,,,,,,,,,,,,,,,,,,,9.5,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,R - def,Rancid - DEF,wh378,,,,,,,,,,2,,,,,,,,,7,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,M - def,Malty - DEF,wh378,,,2,,,,,,,,,,,,,,,,4,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,FE - def,Feed - DEF,wh378,,,,,,,,,,,,,,,,2,,,1,Nt
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,CK - def,Cooked - DEF,sw38,,,,,2,,,,,,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,FL - def,Flat - DEF,sw38,,,,,,,,,,,,,,,,,,,8.9,"No odor but taste not quite equivalent to sample, slightly off, maybe a little but very little flat?"
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,C6,CONTROL 6,sw38,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,FF - def,Fruity Fermented - DEF,sw38,,,,,,,,,2,,,,,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,C7,CONTROL 7,sw38,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,C8,CONTROL 8,sw38,,,,,,,,,,,,,,,,,,,9,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,R - def,Rancid - DEF,sw38,,,,,,,,,,,,,,,1.5,,,,2,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,M - def,Malty - DEF,sw38,,,,,,,,,,,,,2,,,,,,3,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,FE - def,Feed - DEF,sw38,,,,,,2,,,,,,,,,,,,,7,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,9,CK - def,Cooked - DEF,nbg29,,,,,,,,,,,,,,2,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,7,FL - def,Flat - DEF,nbg29,,,,,,,,,,,,,1,,,,,,5,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,5,C6,CONTROL 6,nbg29,,,,,,,,,,,,,,,,,,,,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,3,FF - def,Fruity Fermented - DEF,nbg29,,,,,,,,,3,,,,,,,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,1,C7,CONTROL 7,nbg29,,,,,2,,,,,,,,,,,,,,8,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,2,C8,CONTROL 8,nbg29,,,,,3,,,,,,,,,,,,,,6,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,4,R - def,Rancid - DEF,nbg29,,,,,,2,,,,,,,,,,,,,7,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,6,M - def,Malty - DEF,nbg29,,,,,,,,,,,,,3,,,,,,1,
Pre-Eval SKIM PM 071516 Summer 2016 ,SKIM WHITE MILK,8,FE - def,Feed - DEF,nbg29,,,,,,3,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test Name,Description,Test Status,Test Owner,Saved for,Test Language,Test Expiry,,,,,,,,,,,,,,,,,,,
Post-Eval 2% AM 080516 Summer 2016 ,New Test,Ready To Run,Nancy Carey,Cornell,English,9/6/2016,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Section Name,2% WHITE MILK ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Sample Number,Sample Name,Product Code,Product Name,Sample Type,,,,,,,,,,,,,,,,,,,,,
1,C1,P607,CONTROL 1,Sample,,,,,,,,,,,,,,,,,,,,,
2,M def,2015,Malty - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
3,FF def,2011,Fruity Fermented - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
4,C2,P608,CONTROL 2,Sample,,,,,,,,,,,,,,,,,,,,,
5,MC def,P615,Milk Carton - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
6,LO def,2013,Light Oxidized - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
7,C3,P609,CONTROL 3,Sample,,,,,,,,,,,,,,,,,,,,,
8,B def,2003,Bitter - DEF,Sample,,,,,,,,,,,,,,,,,,,,,
9,C4,P610,CONTROL 4,Sample,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Test_Name,Section_Name,Sample_Position,Sample_Name,Product_Name,Panelist_Code,Q1_1__ACID_-_odor_similar_to_buttermilk/yogurt,Q1_2__ASTRINGENT_-_drying__chalky__roughing_of_mouth_tissues,Q1_3__BARNY/COWY_-_unclean_barn_conditions/medicinal_aftertaste_(Comment_ALSO),Q1_4__BITTER-_lingering_aftertaste_as_from_grapefruit/strong_coffee/tonic_water,Q1_5__COOKED_-_from_sweet__pleasant_as_heated_for_hot_chocolate_to_sulfurous,Q1_6__FEED_-_sweet_hay_odor/grassy_flavor_(or_fermented_silage/alcohol),Q1_7__FLAT_-_watery_and/or_tasteless__less_sweet_than_normal_milk_of_this_type,Q1_8__FOREIGN/CHEMICAL_-_chlorine__sanitizer__cow_med___exhaust_fumes__citrus__etc_,Q1_9__FRUITY/FERMENTED_-_pineapple__strawberry__etc___fruity_odor_or_vinegar-like,"Q1_10__LACKS_FRESHNESS-_old-tasting_""blah""_milk_lacking_specific_characteristic",Q1_11__LIGHT_OXIDIZED_-_plasticy_chemical/medicinal_or_tallowy__burnt_feathers,Q1_12__LIPID_OXIDIZED_-_old_oil_odor__may_be_slick_on_lips,Q1_13__MALTY_-_like_GrapeNuts_cereal__malt-balls__-drinks__or_-waffles__or_beer_grains,"Q1_14__MILK_CARTON_-_stale_""refrigerated_air""_odor/taste__cardboard_too_long_in_fridge",Q1_15__RANCID_-_pungent_odor_like_provolone__like_baby_vomit_when_rubbed_to_hot_on_wrist,Q1_16__UNCLEAN_-_putrid_odor_as_of_old_mop_water/dirty_socks__lingering_flavor,Q1_17__COAGULATED-_chunks_on_side_of_cup_when_swirled_-_RATE_0_0,Q1_18__OTHER_-_rate__then_ALSO_describe_in_COMMENTS,Q1_19__OVERALL_FLAVOR_-_if_<9_0__you_MUST_rate_an_Attribute_or_COMMENT,Q3__Comment
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,C1,CONTROL 1,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,M def,Malty - DEF,sl2759,,,,,,,,,,,,,1,,,,,,5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,FF def,Fruity Fermented - DEF,sl2759,,,,,,,,,1,,,,,,,,,,5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,C2,CONTROL 2,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,MC def,Milk Carton - DEF,sl2759,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,LO def,Light Oxidized - DEF,sl2759,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,C3,CONTROL 3,sl2759,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,B def,Bitter - DEF,sl2759,,,,2,,,,,,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,C4,CONTROL 4,sl2759,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,C1,CONTROL 1,ap868,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,M def,Malty - DEF,ap868,,,,,,,,,,,,,0.5,,,,,,6,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,FF def,Fruity Fermented - DEF,ap868,,,,,,,,,1,,,,,,,,,,5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,C2,CONTROL 2,ap868,,,,,,,0.5,,,,,,,,,,,,9.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,MC def,Milk Carton - DEF,ap868,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,LO def,Light Oxidized - DEF,ap868,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,C3,CONTROL 3,ap868,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,B def,Bitter - DEF,ap868,,,,2.5,,,,,,,,,,,,,,,2,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,C4,CONTROL 4,ap868,,,,,,,1.5,,,,,,,,,,,,8.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,C1,CONTROL 1,ap262,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,M def,Malty - DEF,ap262,,,,,,,,,,,,,2,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,FF def,Fruity Fermented - DEF,ap262,,,,,,,,,1,,,,,,,,,,5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,C2,CONTROL 2,ap262,,,,,,,,,,,,,,,,,,,10,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,MC def,Milk Carton - DEF,ap262,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,LO def,Light Oxidized - DEF,ap262,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,C3,CONTROL 3,ap262,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,B def,Bitter - DEF,ap262,,,,2,,,,,,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,C4,CONTROL 4,ap262,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,C1,CONTROL 1,acc343,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,M def,Malty - DEF,acc343,,,,,,,,,,,,,1,,,,,,5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,FF def,Fruity Fermented - DEF,acc343,,,,,,,,,1,,,,,,,,,,5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,C2,CONTROL 2,acc343,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,MC def,Milk Carton - DEF,acc343,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,LO def,Light Oxidized - DEF,acc343,,,,,,,,,,,1,,,,,,,,7,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,C3,CONTROL 3,acc343,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,B def,Bitter - DEF,acc343,,,,2,,,,,,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,C4,CONTROL 4,acc343,,,,,,,1,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,C1,CONTROL 1,wh378,,,,,2,,,,,,,,,,,,,,8.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,M def,Malty - DEF,wh378,,,,,,,,,,,,,2,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,FF def,Fruity Fermented - DEF,wh378,,,,,,,,,2,,,,,,,,,,3.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,C2,CONTROL 2,wh378,,,,,1,,,,,,,,,,,,,,8.7,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,MC def,Milk Carton - DEF,wh378,,,,,,,,,,,,,,1,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,LO def,Light Oxidized - DEF,wh378,,,,,,,,,,,2,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,C3,CONTROL 3,wh378,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,B def,Bitter - DEF,wh378,,,,2,,,,,,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,C4,CONTROL 4,wh378,,,,,,,,,,,,,,,,,,,8.8,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,C1,CONTROL 1,loh9,,,,,,,1,,,,,,,,,,,,9,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,M def,Malty - DEF,loh9,,,,,,,,,,,,,1,,,,,,5,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,FF def,Fruity Fermented - DEF,loh9,1,,,,,,,,,,,,,,,,,,3,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,C2,CONTROL 2,loh9,,,,,,,1,,,,,,,,,,,,9,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,MC def,Milk Carton - DEF,loh9,,,,,,,,,,,,,,,1,,,,9,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,LO def,Light Oxidized - DEF,loh9,,,,,1,,,,,,,,,,,,,,9,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,C3,CONTROL 3,loh9,,,,,,,,,,,,,,,,,,,10,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,B def,Bitter - DEF,loh9,,,,2,,,,,,,,,,,,,,,3,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,C4,CONTROL 4,loh9,,,,,,,,,,,,,,,,,,,10,NT
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,C1,CONTROL 1,yl2383,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,M def,Malty - DEF,yl2383,,,,,,,,,,,,,2,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,FF def,Fruity Fermented - DEF,yl2383,,,,,,,,,2,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,C2,CONTROL 2,yl2383,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,MC def,Milk Carton - DEF,yl2383,,,,,,,,,,,,,,1,,,,,8,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,LO def,Light Oxidized - DEF,yl2383,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,C3,CONTROL 3,yl2383,,,,,,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,B def,Bitter - DEF,yl2383,,,,2,,,,,,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,C4,CONTROL 4,yl2383,,,,,,,2,,,,,,,,,,,,8,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,5,C1,CONTROL 1,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,7,M def,Malty - DEF,nbg29,,,,,,,,,,,,,2,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,9,FF def,Fruity Fermented - DEF,nbg29,,,,,,,,,2,,,,,,,,,,3,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,8,C2,CONTROL 2,nbg29,,,,,1,,,,,,,,,,,,,,9,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,6,MC def,Milk Carton - DEF,nbg29,,,,,,,,,,,,,,2,,,,,8,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,4,LO def,Light Oxidized - DEF,nbg29,,,,,,,,,,,2,,,,,,,,6,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,2,C3,CONTROL 3,nbg29,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,1,B def,Bitter - DEF,nbg29,,,,1,,,,,,,,,,,,,,,4.5,
Post-Eval 2% AM 080516 Summer 2016 ,2% WHITE MILK ,3,C4,CONTROL 4,nbg29,,,,,,,,,,,,,,,,,,,9.5,
