Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,4,FF - def,Fruity Fermented - DEF,ram524,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,2,C7,CONTROL 7,ram524,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,1,C8,CONTROL 8,ram524,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,3,R - def,Rancid - DEF,ram524,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,5,M - def,Malty - DEF,ram524,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,7,FE - def,Feed - DEF,ram524,,,,,,2,,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,7,CK - def,Cooked - DEF,sjr267,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,9,FL - def,Flat - DEF,sjr267,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,8,C6,CONTROL 6,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,6,FF - def,Fruity Fermented - DEF,sjr267,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,4,C7,CONTROL 7,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,2,C8,CONTROL 8,sjr267,,,,,,,,,,,,,,,,,,,10,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,1,R - def,Rancid - DEF,sjr267,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,3,M - def,Malty - DEF,sjr267,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,5,FE - def,Feed - DEF,sjr267,,,,,,2,,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,5,CK - def,Cooked - DEF,sw38,,,,,,,,,,,,,,,,,,2,7.8,"Smelled a bit sweet, cooked, but didn't taste sweet, flavor unfamiliar"
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,7,FL - def,Flat - DEF,sw38,,,,1,,,,,,,,,,,,,,,5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,9,C6,CONTROL 6,sw38,,,,,,,,,,,,,,,,,,1,9,Maybe slightly cooked
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,8,FF - def,Fruity Fermented - DEF,sw38,,,,,,,,,1,,,,,,,,,,5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,6,C7,CONTROL 7,sw38,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,4,C8,CONTROL 8,sw38,,,,,,,,,,,,,,,,,,1,9,Maybe slightly flat
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,2,R - def,Rancid - DEF,sw38,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,1,M - def,Malty - DEF,sw38,,,,,,,,,,,,,1,,,,,,5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,3,FE - def,Feed - DEF,sw38,,,,,,2,,,,,,,,,,,,,7.9,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,3,CK - def,Cooked - DEF,aj425,,,,,2,,,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,5,FL - def,Flat - DEF,aj425,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,7,C6,CONTROL 6,aj425,,,,,,,,,,,,,,,,,,,9.8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,9,FF - def,Fruity Fermented - DEF,aj425,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,8,C7,CONTROL 7,aj425,,,,,,,,,,,,,,,,,,,9.8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,6,C8,CONTROL 8,aj425,,,,,,,,,,,,,,,,,,,9.8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,4,R - def,Rancid - DEF,aj425,,,,,,,,,,,,,,,1,,,,4,Nt
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,2,M - def,Malty - DEF,aj425,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,1,FE - def,Feed - DEF,aj425,,,,,,1,,,,,,,,,,,,,9,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,9,CK - def,Cooked - DEF,arw93,2,,,,,,,,,,,,,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,7,FL - def,Flat - DEF,arw93,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,5,C6,CONTROL 6,arw93,,,,,,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,3,FF - def,Fruity Fermented - DEF,arw93,,,,,,,,,2,,,,,,,,,,5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,1,C7,CONTROL 7,arw93,,,,1,,,,,,,,,,,,,,,5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,2,C8,CONTROL 8,arw93,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,4,R - def,Rancid - DEF,arw93,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,6,M - def,Malty - DEF,arw93,,,,,,,,,,,,,2,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,8,FE - def,Feed - DEF,arw93,,,,,,2,,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,8,CK - def,Cooked - DEF,cjh263,,,,,1,,,,,,,,,,,,,,9,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,9,FL - def,Flat - DEF,cjh263,,,,,,,2,,,,,,,,,,,,8,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,7,C6,CONTROL 6,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,5,FF - def,Fruity Fermented - DEF,cjh263,,,,,,,,,2,,,,,,,,,,3,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,3,C7,CONTROL 7,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,1,C8,CONTROL 8,cjh263,,,,,,,,,,,,,,,,,,,9.5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,2,R - def,Rancid - DEF,cjh263,,,,,,,,,,,,,,,2,,,,1,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,4,M - def,Malty - DEF,cjh263,,,,,,,,,,,,,1,,,,,,5,
Post-Eval SKIM PM 112015 Fall 2015 ,SKIM WHITE MILK,6,FE - def,Feed - DEF,cjh263,,,,,,2,,,,,,,,,,,,,8,
